,Results.reception.time,MD5.hash.of.participant.s.IP.address,Controller.name,Order.number.of.item,Inner.element.number,Label,Latin.Square.Group,PennElementType,PennElementName,Parameter,Value,EventTime,List,Target,Slide,Comments,new_value_temporary,new_value_one_indexed,new_name_file
379,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,174,0,experiment_intro,,PennController,168,_Trial_,End,1675958490460,,,,,,,
380,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,5,0,preload_list_b_naming,,PennController,Preloader-5,_Trial_,End,1675958490463,,,,,,,
381,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,5,0,preload_list_b_naming,,PennController,Preloader-5,_Trial_,Start,1675958490463,,,,,,,
382,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,184,0,list_b_naming,,PennController,178,_Trial_,Start,1675958490464,b,dolphin,Slide16b.PNG,,,,
383,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,184,0,list_b_naming,,Image,fixation_cross,Print,,1675958490465,b,dolphin,Slide16b.PNG,,,,
384,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,184,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Recording,Start,1675958491031,b,dolphin,Slide16b.PNG,,,,
385,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,184,0,list_b_naming,,Timer,list_b_naming_timer,Start,Start,1675958491033,b,dolphin,Slide16b.PNG,,,,
386,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,184,0,list_b_naming,,Timer,list_b_naming_timer,End,End,1675958493033,b,dolphin,Slide16b.PNG,,,,
387,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,184,0,list_b_naming,,Timer,blank_timer,Start,Start,1675958493034,b,dolphin,Slide16b.PNG,,,,
388,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,184,0,list_b_naming,,Timer,blank_timer,End,End,1675958494034,b,dolphin,Slide16b.PNG,,,,
389,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,184,0,list_b_naming,,PennController,178,_Trial_,End,1675958494039,b,dolphin,Slide16b.PNG,,,,
390,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,184,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Recording,Stop,1675958494039,b,dolphin,Slide16b.PNG,,,,
391,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,184,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Filename,5f9531aba2e73437e84922d0_session1_listb_naming.webm,1675958494039,b,dolphin,Slide16b.PNG,,5f9531aba2e73437e84922d0_session1_listb_naming_trial001,,5f953_session1_listb_naming_trial001_dolphin
392,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,243,0,list_b_naming,,Image,fixation_cross,Print,,1675958494041,b,cage,Slide77b.PNG,,,,
393,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,243,0,list_b_naming,,PennController,237,_Trial_,Start,1675958494041,b,cage,Slide77b.PNG,,,,
394,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,243,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Recording,Start,1675958494601,b,cage,Slide77b.PNG,,,,
395,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,243,0,list_b_naming,,Timer,list_b_naming_timer,Start,Start,1675958494602,b,cage,Slide77b.PNG,,,,
396,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,243,0,list_b_naming,,Timer,blank_timer,Start,Start,1675958496605,b,cage,Slide77b.PNG,,,,
397,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,243,0,list_b_naming,,Timer,list_b_naming_timer,End,End,1675958496605,b,cage,Slide77b.PNG,,,,
398,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,243,0,list_b_naming,,Timer,blank_timer,End,End,1675958497605,b,cage,Slide77b.PNG,,,,
399,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,243,0,list_b_naming,,PennController,237,_Trial_,End,1675958497609,b,cage,Slide77b.PNG,,,,
400,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,243,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Recording,Stop,1675958497609,b,cage,Slide77b.PNG,,,,
401,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,243,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Filename,5f9531aba2e73437e84922d0_session1_listb_naming-1.webm,1675958497609,b,cage,Slide77b.PNG,,5f9531aba2e73437e84922d0_session1_listb_naming_trial002,,5f953_session1_listb_naming_trial002_cage
402,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,190,0,list_b_naming,,PennController,184,_Trial_,Start,1675958497611,b,printer,Slide22b.PNG,,,,
403,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,190,0,list_b_naming,,Image,fixation_cross,Print,,1675958497612,b,printer,Slide22b.PNG,,,,
404,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,190,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Recording,Start,1675958498170,b,printer,Slide22b.PNG,,,,
405,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,190,0,list_b_naming,,Timer,list_b_naming_timer,Start,Start,1675958498171,b,printer,Slide22b.PNG,,,,
406,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,190,0,list_b_naming,,Timer,list_b_naming_timer,End,End,1675958500173,b,printer,Slide22b.PNG,,,,
407,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,190,0,list_b_naming,,Timer,blank_timer,Start,Start,1675958500174,b,printer,Slide22b.PNG,,,,
408,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,190,0,list_b_naming,,Timer,blank_timer,End,End,1675958501175,b,printer,Slide22b.PNG,,,,
409,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,190,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Recording,Stop,1675958501177,b,printer,Slide22b.PNG,,,,
410,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,190,0,list_b_naming,,PennController,184,_Trial_,End,1675958501178,b,printer,Slide22b.PNG,,,,
411,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,190,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Filename,5f9531aba2e73437e84922d0_session1_listb_naming-2.webm,1675958501178,b,printer,Slide22b.PNG,,5f9531aba2e73437e84922d0_session1_listb_naming_trial003,,5f953_session1_listb_naming_trial003_printer
412,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,306,0,list_b_naming,,PennController,300,_Trial_,Start,1675958501179,b,bin,Slide142b.PNG,,,,
413,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,306,0,list_b_naming,,Image,fixation_cross,Print,,1675958501181,b,bin,Slide142b.PNG,,,,
414,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,306,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Recording,Start,1675958501740,b,bin,Slide142b.PNG,,,,
415,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,306,0,list_b_naming,,Timer,list_b_naming_timer,Start,Start,1675958501741,b,bin,Slide142b.PNG,,,,
416,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,306,0,list_b_naming,,Timer,blank_timer,Start,Start,1675958503743,b,bin,Slide142b.PNG,,,,
417,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,306,0,list_b_naming,,Timer,list_b_naming_timer,End,End,1675958503743,b,bin,Slide142b.PNG,,,,
418,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,306,0,list_b_naming,,Timer,blank_timer,End,End,1675958504747,b,bin,Slide142b.PNG,,,,
419,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,306,0,list_b_naming,,PennController,300,_Trial_,End,1675958504752,b,bin,Slide142b.PNG,,,,
420,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,306,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Recording,Stop,1675958504752,b,bin,Slide142b.PNG,,,,
421,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,306,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Filename,5f9531aba2e73437e84922d0_session1_listb_naming-3.webm,1675958504752,b,bin,Slide142b.PNG,,5f9531aba2e73437e84922d0_session1_listb_naming_trial004,,5f953_session1_listb_naming_trial004_bin
422,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,191,0,list_b_naming,,PennController,185,_Trial_,Start,1675958504755,b,tooth,Slide23b.PNG,,,,
423,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,191,0,list_b_naming,,Image,fixation_cross,Print,,1675958504756,b,tooth,Slide23b.PNG,,,,
424,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,191,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Recording,Start,1675958505320,b,tooth,Slide23b.PNG,,,,
425,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,191,0,list_b_naming,,Timer,list_b_naming_timer,Start,Start,1675958505321,b,tooth,Slide23b.PNG,,,,
426,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,191,0,list_b_naming,,Timer,list_b_naming_timer,End,End,1675958507321,b,tooth,Slide23b.PNG,,,,
427,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,191,0,list_b_naming,,Timer,blank_timer,Start,Start,1675958507322,b,tooth,Slide23b.PNG,,,,
428,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,191,0,list_b_naming,,Timer,blank_timer,End,End,1675958508325,b,tooth,Slide23b.PNG,,,,
429,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,191,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Recording,Stop,1675958508331,b,tooth,Slide23b.PNG,,,,
430,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,191,0,list_b_naming,,PennController,185,_Trial_,End,1675958508332,b,tooth,Slide23b.PNG,,,,
431,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,191,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Filename,5f9531aba2e73437e84922d0_session1_listb_naming-4.webm,1675958508332,b,tooth,Slide23b.PNG,,5f9531aba2e73437e84922d0_session1_listb_naming_trial005,,5f953_session1_listb_naming_trial005_tooth
432,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,181,0,list_b_naming,,PennController,175,_Trial_,Start,1675958508334,b,broccoli,Slide13b.PNG,,,,
433,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,181,0,list_b_naming,,Image,fixation_cross,Print,,1675958508335,b,broccoli,Slide13b.PNG,,,,
434,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,181,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Recording,Start,1675958508900,b,broccoli,Slide13b.PNG,,,,
435,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,181,0,list_b_naming,,Timer,list_b_naming_timer,Start,Start,1675958508901,b,broccoli,Slide13b.PNG,,,,
436,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,181,0,list_b_naming,,Timer,blank_timer,Start,Start,1675958510903,b,broccoli,Slide13b.PNG,,,,
437,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,181,0,list_b_naming,,Timer,list_b_naming_timer,End,End,1675958510903,b,broccoli,Slide13b.PNG,,,,
438,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,181,0,list_b_naming,,Timer,blank_timer,End,End,1675958511904,b,broccoli,Slide13b.PNG,,,,
439,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,181,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Recording,Stop,1675958511909,b,broccoli,Slide13b.PNG,,,,
440,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,181,0,list_b_naming,,PennController,175,_Trial_,End,1675958511910,b,broccoli,Slide13b.PNG,,,,
441,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,181,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Filename,5f9531aba2e73437e84922d0_session1_listb_naming-5.webm,1675958511910,b,broccoli,Slide13b.PNG,,5f9531aba2e73437e84922d0_session1_listb_naming_trial006,,5f953_session1_listb_naming_trial006_broccoli
442,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,317,0,list_b_naming,,PennController,311,_Trial_,Start,1675958511913,b,coffin,Slide153b.PNG,,,,
443,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,317,0,list_b_naming,,Image,fixation_cross,Print,,1675958511914,b,coffin,Slide153b.PNG,,,,
444,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,317,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Recording,Start,1675958512471,b,coffin,Slide153b.PNG,,,,
445,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,317,0,list_b_naming,,Timer,list_b_naming_timer,Start,Start,1675958512472,b,coffin,Slide153b.PNG,,,,
446,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,317,0,list_b_naming,,Timer,list_b_naming_timer,End,End,1675958514473,b,coffin,Slide153b.PNG,,,,
447,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,317,0,list_b_naming,,Timer,blank_timer,Start,Start,1675958514474,b,coffin,Slide153b.PNG,,,,
448,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,317,0,list_b_naming,,Timer,blank_timer,End,End,1675958515475,b,coffin,Slide153b.PNG,,,,
449,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,317,0,list_b_naming,,PennController,311,_Trial_,End,1675958515482,b,coffin,Slide153b.PNG,,,,
450,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,317,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Recording,Stop,1675958515482,b,coffin,Slide153b.PNG,,,,
451,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,317,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Filename,5f9531aba2e73437e84922d0_session1_listb_naming-6.webm,1675958515482,b,coffin,Slide153b.PNG,,5f9531aba2e73437e84922d0_session1_listb_naming_trial007,,5f953_session1_listb_naming_trial007_coffin
452,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,305,0,list_b_naming,,PennController,299,_Trial_,Start,1675958515484,b,crown,Slide141b.PNG,,,,
453,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,305,0,list_b_naming,,Image,fixation_cross,Print,,1675958515485,b,crown,Slide141b.PNG,,,,
454,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,305,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Recording,Start,1675958516051,b,crown,Slide141b.PNG,,,,
455,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,305,0,list_b_naming,,Timer,list_b_naming_timer,Start,Start,1675958516051,b,crown,Slide141b.PNG,,,,
456,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,305,0,list_b_naming,,Timer,list_b_naming_timer,End,End,1675958518054,b,crown,Slide141b.PNG,,,,
457,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,305,0,list_b_naming,,Timer,blank_timer,Start,Start,1675958518055,b,crown,Slide141b.PNG,,,,
458,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,305,0,list_b_naming,,Timer,blank_timer,End,End,1675958519058,b,crown,Slide141b.PNG,,,,
459,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,305,0,list_b_naming,,PennController,299,_Trial_,End,1675958519065,b,crown,Slide141b.PNG,,,,
460,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,305,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Recording,Stop,1675958519065,b,crown,Slide141b.PNG,,,,
461,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,305,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Filename,5f9531aba2e73437e84922d0_session1_listb_naming-7.webm,1675958519065,b,crown,Slide141b.PNG,,5f9531aba2e73437e84922d0_session1_listb_naming_trial008,,5f953_session1_listb_naming_trial008_crown
462,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,285,0,list_b_naming,,PennController,279,_Trial_,Start,1675958519068,b,caravan,Slide121b.PNG,,,,
463,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,285,0,list_b_naming,,Image,fixation_cross,Print,,1675958519069,b,caravan,Slide121b.PNG,,,,
464,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,285,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Recording,Start,1675958519631,b,caravan,Slide121b.PNG,,,,
465,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,285,0,list_b_naming,,Timer,list_b_naming_timer,Start,Start,1675958519632,b,caravan,Slide121b.PNG,,,,
466,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,285,0,list_b_naming,,Timer,list_b_naming_timer,End,End,1675958521632,b,caravan,Slide121b.PNG,,,,
467,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,285,0,list_b_naming,,Timer,blank_timer,Start,Start,1675958521633,b,caravan,Slide121b.PNG,,,,
468,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,285,0,list_b_naming,,Timer,blank_timer,End,End,1675958522637,b,caravan,Slide121b.PNG,,,,
469,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,285,0,list_b_naming,,PennController,279,_Trial_,End,1675958522642,b,caravan,Slide121b.PNG,,,,
470,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,285,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Recording,Stop,1675958522642,b,caravan,Slide121b.PNG,,,,
471,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,285,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Filename,5f9531aba2e73437e84922d0_session1_listb_naming-8.webm,1675958522642,b,caravan,Slide121b.PNG,,5f9531aba2e73437e84922d0_session1_listb_naming_trial009,,5f953_session1_listb_naming_trial009_caravan
472,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,199,0,list_b_naming,,PennController,193,_Trial_,Start,1675958522648,b,spoon,Slide31b.PNG,,,,
473,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,199,0,list_b_naming,,Image,fixation_cross,Print,,1675958522650,b,spoon,Slide31b.PNG,,,,
474,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,199,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Recording,Start,1675958523212,b,spoon,Slide31b.PNG,,,,
475,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,199,0,list_b_naming,,Timer,list_b_naming_timer,Start,Start,1675958523214,b,spoon,Slide31b.PNG,,,,
476,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,199,0,list_b_naming,,Timer,list_b_naming_timer,End,End,1675958525217,b,spoon,Slide31b.PNG,,,,
477,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,199,0,list_b_naming,,Timer,blank_timer,Start,Start,1675958525218,b,spoon,Slide31b.PNG,,,,
478,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,199,0,list_b_naming,,Timer,blank_timer,End,End,1675958526221,b,spoon,Slide31b.PNG,,,,
479,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,199,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Recording,Stop,1675958526226,b,spoon,Slide31b.PNG,,,,
480,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,199,0,list_b_naming,,PennController,193,_Trial_,End,1675958526227,b,spoon,Slide31b.PNG,,,,
481,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,199,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Filename,5f9531aba2e73437e84922d0_session1_listb_naming-9.webm,1675958526227,b,spoon,Slide31b.PNG,,5f9531aba2e73437e84922d0_session1_listb_naming_trial010,,5f953_session1_listb_naming_trial010_spoon
482,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,204,0,list_b_naming,,PennController,198,_Trial_,Start,1675958526231,b,skeleton,Slide36b.PNG,,,,
483,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,204,0,list_b_naming,,Image,fixation_cross,Print,,1675958526232,b,skeleton,Slide36b.PNG,,,,
484,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,204,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Recording,Start,1675958526790,b,skeleton,Slide36b.PNG,,,,
485,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,204,0,list_b_naming,,Timer,list_b_naming_timer,Start,Start,1675958526791,b,skeleton,Slide36b.PNG,,,,
486,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,204,0,list_b_naming,,Timer,list_b_naming_timer,End,End,1675958528792,b,skeleton,Slide36b.PNG,,,,
487,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,204,0,list_b_naming,,Timer,blank_timer,Start,Start,1675958528793,b,skeleton,Slide36b.PNG,,,,
488,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,204,0,list_b_naming,,Timer,blank_timer,End,End,1675958529793,b,skeleton,Slide36b.PNG,,,,
489,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,204,0,list_b_naming,,PennController,198,_Trial_,End,1675958529797,b,skeleton,Slide36b.PNG,,,,
490,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,204,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Recording,Stop,1675958529797,b,skeleton,Slide36b.PNG,,,,
491,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,204,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Filename,5f9531aba2e73437e84922d0_session1_listb_naming-10.webm,1675958529797,b,skeleton,Slide36b.PNG,,5f9531aba2e73437e84922d0_session1_listb_naming_trial011,,5f953_session1_listb_naming_trial011_skeleton
492,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,275,0,list_b_naming,,PennController,269,_Trial_,Start,1675958529800,b,cowboy,Slide110b.PNG,,,,
493,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,275,0,list_b_naming,,Image,fixation_cross,Print,,1675958529801,b,cowboy,Slide110b.PNG,,,,
494,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,275,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Recording,Start,1675958530362,b,cowboy,Slide110b.PNG,,,,
495,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,275,0,list_b_naming,,Timer,list_b_naming_timer,Start,Start,1675958530363,b,cowboy,Slide110b.PNG,,,,
496,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,275,0,list_b_naming,,Timer,blank_timer,Start,Start,1675958532364,b,cowboy,Slide110b.PNG,,,,
497,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,275,0,list_b_naming,,Timer,list_b_naming_timer,End,End,1675958532364,b,cowboy,Slide110b.PNG,,,,
498,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,275,0,list_b_naming,,Timer,blank_timer,End,End,1675958533364,b,cowboy,Slide110b.PNG,,,,
499,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,275,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Recording,Stop,1675958533367,b,cowboy,Slide110b.PNG,,,,
500,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,275,0,list_b_naming,,PennController,269,_Trial_,End,1675958533368,b,cowboy,Slide110b.PNG,,,,
501,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,275,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Filename,5f9531aba2e73437e84922d0_session1_listb_naming-11.webm,1675958533368,b,cowboy,Slide110b.PNG,,5f9531aba2e73437e84922d0_session1_listb_naming_trial012,,5f953_session1_listb_naming_trial012_cowboy
502,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,209,0,list_b_naming,,PennController,203,_Trial_,Start,1675958533369,b,feather,Slide41b.PNG,,,,
503,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,209,0,list_b_naming,,Image,fixation_cross,Print,,1675958533370,b,feather,Slide41b.PNG,,,,
504,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,209,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Recording,Start,1675958533930,b,feather,Slide41b.PNG,,,,
505,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,209,0,list_b_naming,,Timer,list_b_naming_timer,Start,Start,1675958533931,b,feather,Slide41b.PNG,,,,
506,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,209,0,list_b_naming,,Timer,list_b_naming_timer,End,End,1675958535935,b,feather,Slide41b.PNG,,,,
507,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,209,0,list_b_naming,,Timer,blank_timer,Start,Start,1675958535936,b,feather,Slide41b.PNG,,,,
508,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,209,0,list_b_naming,,Timer,blank_timer,End,End,1675958536940,b,feather,Slide41b.PNG,,,,
509,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,209,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Recording,Stop,1675958536945,b,feather,Slide41b.PNG,,,,
510,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,209,0,list_b_naming,,PennController,203,_Trial_,End,1675958536946,b,feather,Slide41b.PNG,,,,
511,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,209,0,list_b_naming,,MediaRecorder,5f9531aba2e73437e84922d0_session1_listb_naming,Filename,5f9531aba2e73437e84922d0_session1_listb_naming-12.webm,1675958536946,b,feather,Slide41b.PNG,,5f9531aba2e73437e84922d0_session1_listb_naming_trial013,,5f953_session1_listb_naming_trial013_feather
512,1675959076,39d1bfacd5f6a48190c3156b3404f9cf,PennController,237,0,list_b_naming,,PennController,231,_Trial_,Start,1675958536947,b,dragon,Slide70b.PNG,,,,
